,0
ORIG_1ffa9671-8d87-11e8-9daf-6045cb817f5b..JPG,1.11E+62
ORIG_1ffa9672-8d87-11e8-9daf-6045cb817f5b..JPG,1.11E+62
ORIG_1ffa9673-8d87-11e8-9daf-6045cb817f5b..JPG,1.01E+62
ORIG_1ffa9680-8d87-11e8-9daf-6045cb817f5b..JPG,1.11E+63
ORIG_1ffa9681-8d87-11e8-9daf-6045cb817f5b..JPG,1.11E+62
ORIG_1ffa9683-8d87-11e8-9daf-6045cb817f5b..JPG,1.11E+62
ORIG_1ffa9684-8d87-11e8-9daf-6045cb817f5b..JPG,1.11E+62
ORIG_1ffa9685-8d87-11e8-9daf-6045cb817f5b..JPG,1.11E+62
ORIG_1ffa968b-8d87-11e8-9daf-6045cb817f5b..JPG,1.00E+62
ORIG_1ffa968d-8d87-11e8-9daf-6045cb817f5b..JPG,1.11E+62
ORIG_1ffa968e-8d87-11e8-9daf-6045cb817f5b..JPG,1.11E+62
ORIG_1ffa968f-8d87-11e8-9daf-6045cb817f5b..JPG,1.11E+62
ORIG_BACTERIA-9559998-0001.jpeg,1.01E+62
ORIG_BACTERIA-9559998-0002.jpeg,1.11E+62
ORIG_BACTERIA-9561808-0001.jpeg,10000000001
ORIG_BACTERIA-9566232-0001.jpeg,1.11E+62
ORIG_BACTERIA-9566232-0002.jpeg,1.11E+62
ORIG_BACTERIA-9566232-0003.jpeg,1.11E+62
ORIG_BACTERIA-9582372-0001.jpeg,1.11E+62
ORIG_BACTERIA-9582372-0002.jpeg,1.11E+62
ORIG_BACTERIA-9582372-0003.jpeg,1.11E+62
ORIG_BACTERIA-9582372-0004.jpeg,1.11E+62
ORIG_BACTERIA-9582372-0005.jpeg,1.11E+63
ORIG_BACTERIA-9582372-0006.jpeg,1.11E+61
ORIG_BACTERIA-9582372-0007.jpeg,1.11E+61
ORIG_BACTERIA-9582372-0008.jpeg,1.11E+61
ORIG_BACTERIA-9594118-0001.jpeg,1.11E+61
ORIG_BACTERIA-9597998-0001.jpeg,1.11E+62
ORIG_BACTERIA-9597998-0002.jpeg,1.11E+62
ORIG_BACTERIA-9597998-0003.jpeg,1.10E+60
ORIG_BACTERIA-9597998-0004.jpeg,1.11E+62
ORIG_BACTERIA-9597998-0005.jpeg,1.11E+62
ORIG_BACTERIA-9597998-0006.jpeg,1.11E+62
ORIG_BACTERIA-9613278-0001.jpeg,1.11E+62
ORIG_BACTERIA-9620226-0001.jpeg,1.11E+62
ORIG_BACTERIA-9620226-0002.jpeg,1.11E+62
ORIG_BACTERIA-9624424-0001.jpeg,1.11E+62
ORIG_BACTERIA-9629926-0001.jpeg,1.01E+62
ORIG_BACTERIA-9630762-0001.jpeg,1.11E+62
ORIG_BACTERIA-9634181-0001.jpeg,1.11E+62
ORIG_BACTERIA-9650164-0001.jpeg,1.11E+62
ORIG_BACTERIA-9674936-0001.jpeg,1.10E+60
ORIG_BACTERIA-9674936-0002.jpeg,1.10E+60
ORIG_BACTERIA-9674936-0003.jpeg,1.11E+62
ORIG_BACTERIA-9674936-0004.jpeg,1.11E+61
ORIG_BACTERIA-9674936-0005.jpeg,1.11E+62
ORIG_BACTERIA-9674936-0006.jpeg,1.11E+62
ORIG_BACTERIA-9677398-0001.jpeg,1.11E+62
ORIG_BACTERIA-9682067-0001.jpeg,1.11E+62
ORIG_BACTERIA-9722112-0001.jpeg,1.11E+62
ORIG_BACTERIA-9723601-0001.jpeg,1.01E+62
ORIG_BACTERIA-9727802-0001.jpeg,1.01E+62
ORIG_BACTERIA-9727803-0001.jpeg,1.11E+62
ORIG_BACTERIA-9730180-0001.jpeg,1.11E+62
ORIG_BACTERIA-9730180-0002.jpeg,1.11E+62
ORIG_BACTERIA-9766851-0001.jpeg,1.01E+62
ORIG_BACTERIA-9801714-0001.jpeg,1.11E+62
ORIG_BACTERIA-9805697-0001.jpeg,1.00E+60
ORIG_BACTERIA-9814452-0001.jpeg,1.11E+61
ORIG_BACTERIA-9814452-0002.jpeg,1.11E+62
ORIG_BACTERIA-9818803-0001.jpeg,1.11E+62
ORIG_BACTERIA-9821634-0001.jpeg,1.00E+60
ORIG_BACTERIA-9822795-0001.jpeg,1.11E+62
ORIG_BACTERIA-9823114-0001.jpeg,1.11E+61
ORIG_BACTERIA-9827460-0001.jpeg,1.01E+62
ORIG_BACTERIA-9829865-0001.jpeg,1.01E+62
ORIG_BACTERIA-9835318-0001.jpeg,1.00E+52
ORIG_BACTERIA-9839787-0001.jpeg,1.11E+62
ORIG_BACTERIA-9856874-0001.jpeg,1.00E+62
ORIG_BACTERIA-9856874-0002.jpeg,1.00E+62
ORIG_BACTERIA-9867917-0001.jpeg,1.11E+62
ORIG_BACTERIA-9877615-0001.jpeg,1.11E+62
ORIG_BACTERIA-9887625-0001.jpeg,1.01E+62
ORIG_BACTERIA-9902199-0001.jpeg,1.11E+62
ORIG_BACTERIA-9902199-0002.jpeg,1.00E+62
ORIG_BACTERIA-9902199-0003.jpeg,1.11E+62
ORIG_BACTERIA-9917261-0001.jpeg,1.11E+61
ORIG_BACTERIA-9922025-0001.jpeg,1.01E+62
ORIG_BACTERIA-9922492-0001.jpeg,1.11E+61
ORIG_BACTERIA-9934736-0001.jpeg,1.11E+62
ORIG_BACTERIA-9934736-0002.jpeg,1.11E+62
ORIG_BACTERIA-9942581-0001.jpeg,1.00E+60
ORIG_BACTERIA-9947411-0001.jpeg,1.11E+62
ORIG_BACTERIA-9947988-0001.jpeg,1.00E+62
ORIG_BACTERIA-9961529-0001.jpeg,1.11E+62
ORIG_BACTERIA-9962725-0001.jpeg,1.01E+62
ORIG_BACTERIA-9962961-0001.jpeg,1.01E+62
ORIG_BACTERIA-9970558-0001.jpeg,1.11E+62
ORIG_BACTERIA-9971730-0001.jpeg,1.01E+62
ORIG_BACTERIA-9975428-0001.jpeg,1.11E+62
ORIG_BACTERIA-9988673-0001.jpeg,1.10E+60
ORIG_BACTERIA-9988673-0002.jpeg,1.00E+62
ORIG_BACTERIA-9988673-0003.jpeg,1.11E+62
ORIG_BACTERIA-9998808-0001.jpeg,1.11E+62
ORIG_ct10.png,1.00E+62
ORIG_ct100.png,1.11E+59
ORIG_ct108.png,1.00E+58
ORIG_ct109.png,1.00E+58
ORIG_ct110.png,1.10E+63
ORIG_ct118.png,1.11E+59
ORIG_ct119.png,1.00E+58
ORIG_ct120.png,1.00E+58
ORIG_ct128.png,1.00E+63
ORIG_ct129.png,1.01E+60
ORIG_ct130.png,1.10E+59
ORIG_ct138.png,1.10E+58
ORIG_ct139.png,1.11E+61
ORIG_ct140.png,1.10E+59
ORIG_ct148.png,1.00E+58
ORIG_ct149.png,1.00E+58
ORIG_ct150.png,1.11E+60
ORIG_ct158.png,1.00E+62
ORIG_ct159.png,1.00E+58
ORIG_ct160.png,1.00E+58
ORIG_ct168.png,1.00E+58
ORIG_ct169.png,1.11E+59
ORIG_ct170.png,1.00E+62
ORIG_ct178.png,1.01E+60
ORIG_ct179.png,1.11E+59
ORIG_ct18.png,1.01E+60
ORIG_ct180.png,1.00E+57
ORIG_ct188.png,1.00E+58
ORIG_ct189.png,1.10E+58
ORIG_ct19.png,1.00E+58
ORIG_ct190.png,1.10E+59
ORIG_ct198.png,1.00E+62
ORIG_ct199.png,1.00E+58
ORIG_ct20.png,1.11E+60
ORIG_ct200.png,1.10E+58
ORIG_ct208.png,1.01E+60
ORIG_ct209.png,1.10E+60
ORIG_ct210.png,1.00E+58
ORIG_ct218.png,1.00E+62
ORIG_ct219.png,1.00E+39
ORIG_ct220.png,1.10E+63
ORIG_ct228.png,1.00E+58
ORIG_ct229.png,1.10E+59
ORIG_ct230.png,1.11E+60
ORIG_ct238.png,1.10E+58
ORIG_ct239.png,1.11E+61
ORIG_ct240.png,1.10E+58
ORIG_ct248.png,1.00E+59
ORIG_ct249.png,1.10E+58
ORIG_ct250.png,1.01E+60
ORIG_ct258.png,1.00E+58
ORIG_ct259.png,1.00E+63
ORIG_ct260.png,1.11E+60
ORIG_ct268.png,1.00E+58
ORIG_ct269.png,1.00E+58
ORIG_ct270.png,1.00E+58
ORIG_ct278.png,1.00E+58
ORIG_ct279.png,1.10E+59
ORIG_ct28.png,1.01E+62
ORIG_ct280.png,1.10E+58
ORIG_ct288.png,1.11E+60
ORIG_ct289.png,1.11E+59
ORIG_ct29.png,1.10E+59
ORIG_ct290.png,1.11E+60
ORIG_ct298.png,1.00E+58
ORIG_ct299.png,1.10E+59
ORIG_ct30.png,1.01E+60
ORIG_ct300.png,1.11E+59
ORIG_ct308.png,1.00E+62
ORIG_ct309.png,1.10E+58
ORIG_ct310.png,1.00E+62
ORIG_ct318.png,1.00E+58
ORIG_ct319.png,1.00E+58
ORIG_ct320.png,1.11E+59
ORIG_ct328.png,1.00E+58
ORIG_ct38.png,1.00E+32
ORIG_ct39.png,1.00E+45
ORIG_ct40.png,1.11E+59
ORIG_ct48.png,1.00E+63
ORIG_ct49.png,1.01E+60
ORIG_ct50.png,1.00E+38
ORIG_ct59.png,1.10E+58
ORIG_ct60.png,1.01E+62
ORIG_ct68.png,1.00E+63
ORIG_ct69.png,1.11E+60
ORIG_ct70.png,1.11E+60
ORIG_ct79.png,1.00E+58
ORIG_ct8.png,1.10E+63
ORIG_ct80.png,1.00E+58
ORIG_ct88.png,1.00E+46
ORIG_ct89.png,1.01E+60
ORIG_ct9.png,1.10E+59
ORIG_ct90.png,1.00E+58
ORIG_ct98.png,1.11E+32
ORIG_ct99.png,1.00E+58
ORIG_mri10.jpg,1.11E+61
ORIG_mri100.jpg,1.10E+59
ORIG_mri108.jpg,1.00E+63
ORIG_mri109.jpg,1.00E+63
ORIG_mri110.jpg,1.01E+60
ORIG_mri118.jpg,1.00E+63
ORIG_mri119.jpg,1.00E+63
ORIG_mri120.jpg,1.11E+60
ORIG_mri128.jpg,1.00E+63
ORIG_mri129.jpg,1.11E+61
ORIG_mri130.jpg,1.11E+60
ORIG_mri138.jpg,1.10E+58
ORIG_mri139.jpg,1.01E+60
ORIG_mri140.jpg,1.00E+58
ORIG_mri148.jpg,1.00E+58
ORIG_mri149.jpg,1.00E+63
ORIG_mri150.jpg,1.00E+63
ORIG_mri158.jpg,1.00E+63
ORIG_mri159.jpg,1.11E+60
ORIG_mri160.jpg,1.01E+60
ORIG_mri168.jpg,1.11E+60
ORIG_mri169.jpg,1.00E+63
ORIG_mri170.jpg,1.11E+60
ORIG_mri178.jpg,1.00E+60
ORIG_mri179.jpg,1.01E+63
ORIG_mri18.jpg,1.11E+60
ORIG_mri180.jpg,1.11E+60
ORIG_mri188.jpg,1.11E+61
ORIG_mri189.jpg,1.00E+63
ORIG_mri19.jpg,1.01E+60
ORIG_mri190.jpg,1.10E+59
ORIG_mri198.jpg,1.11E+60
ORIG_mri199.jpg,1.00E+63
ORIG_mri20.jpg,1.10E+58
ORIG_mri200.jpg,1.11E+61
ORIG_mri208.jpg,1.10E+58
ORIG_mri209.jpg,1.11E+61
ORIG_mri210.jpg,1.11E+60
ORIG_mri218.jpg,1.00E+63
ORIG_mri219.jpg,1.11E+60
ORIG_mri220.jpg,1.11E+60
ORIG_mri228.jpg,1.00E+63
ORIG_mri229.jpg,1.01E+60
ORIG_mri230.jpg,1.11E+60
ORIG_mri238.jpg,1.10E+58
ORIG_mri239.jpg,1.10E+58
ORIG_mri240.jpg,1.00E+63
ORIG_mri248.jpg,1.00E+63
ORIG_mri249.jpg,1.01E+60
ORIG_mri250.jpg,1.00E+63
ORIG_mri258.jpg,1.00E+63
ORIG_mri259.jpg,1.11E+60
ORIG_mri260.jpg,1.00E+63
ORIG_mri268.jpg,1.00E+57
ORIG_mri269.jpg,1.01E+60
ORIG_mri270.jpg,1.11E+60
ORIG_mri278.jpg,1.00E+63
ORIG_mri279.jpg,1.00E+63
ORIG_mri28.jpg,1.00E+63
ORIG_mri280.jpg,1.10E+61
ORIG_mri288.jpg,1.01E+63
ORIG_mri289.jpg,1.11E+59
ORIG_mri29.jpg,1.01E+63
ORIG_mri290.jpg,1.11E+61
ORIG_mri298.jpg,1.11E+60
ORIG_mri299.jpg,1.00E+60
ORIG_mri30.jpg,1.11E+60
ORIG_mri300.jpg,1.00E+63
ORIG_mri308.jpg,1.11E+60
ORIG_mri309.jpg,1.00E+63
ORIG_mri310.jpg,1.00E+63
ORIG_mri318.jpg,1.11E+60
ORIG_mri319.jpg,1.00E+63
ORIG_mri320.jpg,1.11E+60
ORIG_mri328.jpg,1.01E+63
ORIG_mri329.jpg,1.11E+61
ORIG_mri330.jpg,1.00E+63
ORIG_mri338.jpg,1.01E+60
ORIG_mri339.jpg,1.01E+60
ORIG_mri340.jpg,1.01E+60
ORIG_mri348.jpg,1.00E+63
ORIG_mri349.jpg,1.00E+63
ORIG_mri38.jpg,1.00E+63
ORIG_mri39.jpg,1.00E+63
ORIG_mri40.jpg,1.01E+63
ORIG_mri48.jpg,1.00E+60
ORIG_mri49.jpg,1.00E+63
ORIG_mri50.jpg,1.11E+60
ORIG_mri58.jpg,1.00E+63
ORIG_mri59.jpg,1.00E+63
ORIG_mri60.jpg,1.11E+59
ORIG_mri68.jpg,1.00E+63
ORIG_mri69.jpg,1.00E+63
ORIG_mri70.jpg,1.11E+60
ORIG_mri78.jpg,1.01E+60
ORIG_mri79.jpg,1.00E+63
ORIG_mri8.jpg,1.00E+63
ORIG_mri80.jpg,1.01E+60
ORIG_mri88.jpg,1.00E+63
ORIG_mri89.jpg,1.01E+60
ORIG_mri9.jpg,1.01E+60
ORIG_mri90.jpg,1.00E+63
ORIG_mri98.jpg,1.00E+58
ORIG_mri99.jpg,1.00E+63
ORIG_VIRUS-103798-0003.jpeg,1.01E+62
ORIG_VIRUS-104960-0002.jpeg,1.01E+62
ORIG_VIRUS-12220-0001.jpeg,1.11E+62
ORIG_VIRUS-140838-0007.jpeg,1.10E+60
ORIG_VIRUS-149498-0002.jpeg,1.01E+62
ORIG_VIRUS-149789-0001.jpeg,1.11E+62
ORIG_VIRUS-155541-0005.jpeg,1.11E+62
ORIG_VIRUS-173061-0001.jpeg,1.11E+62
ORIG_VIRUS-176882-0002.jpeg,1.11E+62
ORIG_VIRUS-182330-0002.jpeg,1.11E+62
ORIG_VIRUS-183203-0004.jpeg,1.11E+62
ORIG_VIRUS-194026-0001.jpeg,1.11E+63
ORIG_VIRUS-198200-0008.jpeg,1.11E+62
ORIG_VIRUS-206525-0002.jpeg,1.00E+62
ORIG_VIRUS-3820211-0001.jpeg,1.11E+62
ORIG_VIRUS-3826195-0001.jpeg,1.10E+60
ORIG_VIRUS-3828519-0006.jpeg,1.01E+62
ORIG_VIRUS-3829565-0002.jpeg,1.11E+62
ORIG_VIRUS-3842946-0001.jpeg,1.11E+62
ORIG_VIRUS-3874052-0003.jpeg,1.01E+62
ORIG_VIRUS-3879015-0003.jpeg,1.11E+62
ORIG_VIRUS-3884102-0002.jpeg,1.00E+62
ORIG_VIRUS-3887361-0002.jpeg,1.11E+62
ORIG_VIRUS-3887361-0003.jpeg,1.00E+62
ORIG_VIRUS-3893778-0004.jpeg,1.01E+62
ORIG_VIRUS-3896078-0001.jpeg,1.00E+62
ORIG_VIRUS-3896078-0002.jpeg,1.00E+62
ORIG_VIRUS-3896855-0002.jpeg,1.11E+62
ORIG_VIRUS-3911488-0003.jpeg,1.00E+55
ORIG_VIRUS-3920690-0002.jpeg,1.00E+62
ORIG_VIRUS-3923358-0002.jpeg,1.01E+62
ORIG_VIRUS-3932811-0002.jpeg,1.11E+62
ORIG_VIRUS-3932811-0003.jpeg,1.11E+61
ORIG_VIRUS-3935703-0002.jpeg,1.11E+62
ORIG_VIRUS-3956374-0003.jpeg,1.01E+62
ORIG_VIRUS-3960255-0002.jpeg,1.11E+62
ORIG_VIRUS-3966302-0002.jpeg,1.11E+62
ORIG_VIRUS-3971909-0002.jpeg,1.00E+62
ORIG_VIRUS-3973430-0001.jpeg,1.11E+62
ORIG_VIRUS-3974793-0002.jpeg,1.01E+62
ORIG_VIRUS-4003398-0002.jpeg,1.00E+62
ORIG_VIRUS-4016460-0005.jpeg,1.11E+62
ORIG_VIRUS-4041959-0002.jpeg,1.11E+62
ORIG_VIRUS-4046863-0001.jpeg,1.01E+62
ORIG_VIRUS-4057077-0002.jpeg,1.01E+62
ORIG_VIRUS-4074119-0002.jpeg,1.11E+62
ORIG_VIRUS-4091020-0003.jpeg,1.11E+62
ORIG_VIRUS-4127619-0002.jpeg,1.00E+62
ORIG_VIRUS-4138604-0002.jpeg,1.01E+62
ORIG_VIRUS-4147572-0001.jpeg,1.11E+62
ORIG_VIRUS-4152314-0003.jpeg,1.11E+62
ORIG_VIRUS-4163667-0002.jpeg,1.11E+62
ORIG_VIRUS-4170270-0004.jpeg,1.01E+62
ORIG_VIRUS-4176449-0001.jpeg,1.01E+62
ORIG_VIRUS-4177975-0002.jpeg,1.00E+62
ORIG_VIRUS-4178213-0002.jpeg,1.01E+62
ORIG_VIRUS-4198099-0002.jpeg,1.11E+62
ORIG_VIRUS-4217562-0002.jpeg,1.00E+62
ORIG_VIRUS-4218548-0002.jpeg,1.01E+62
ORIG_VIRUS-4233560-0004.jpeg,1.11E+61
ORIG_VIRUS-4241544-0003.jpeg,1.11E+62
ORIG_VIRUS-4241544-0004.jpeg,1.11E+62
ORIG_VIRUS-4241544-0005.jpeg,1.11E+62
ORIG_VIRUS-4245588-0002.jpeg,1.01E+62
ORIG_VIRUS-4271267-0002.jpeg,1.01E+62
ORIG_VIRUS-4293827-0004.jpeg,1.00E+60
ORIG_VIRUS-4313165-0004.jpeg,1.01E+62
ORIG_VIRUS-4320648-0005.jpeg,1.11E+62
ORIG_VIRUS-4320648-0006.jpeg,1.11E+62
ORIG_VIRUS-4329463-0002.jpeg,1.11E+62
ORIG_VIRUS-4333878-0002.jpeg,1.11E+62
ORIG_VIRUS-4338635-0004.jpeg,1.11E+62
ORIG_VIRUS-4343805-0002.jpeg,1.11E+62
ORIG_VIRUS-4352107-0002.jpeg,1.11E+62
ORIG_VIRUS-4352107-0003.jpeg,1.11E+62
ORIG_VIRUS-4360178-0003.jpeg,1.11E+62
ORIG_VIRUS-4360657-0002.jpeg,1.11E+62
ORIG_VIRUS-4376377-0001.jpeg,1.11E+62
ORIG_VIRUS-4376377-0002.jpeg,1.11E+62
ORIG_VIRUS-4382654-0002.jpeg,1.00E+62
ORIG_VIRUS-4387453-0001.jpeg,1.11E+62
ORIG_VIRUS-4394900-0008.jpeg,1.00E+62
ORIG_VIRUS-4396545-0002.jpeg,1.11E+62
ORIG_VIRUS-4401421-0002.jpeg,1.01E+62
ORIG_VIRUS-4401755-0002.jpeg,1.00E+62
ORIG_VIRUS-4415075-0002.jpeg,1.01E+62
ORIG_VIRUS-4422870-0001.jpeg,1.11E+62
ORIG_VIRUS-4444451-0002.jpeg,1.10E+60
ORIG_VIRUS-4453936-0001.jpeg,1.11E+62
ORIG_VIRUS-4456962-0007.jpeg,1.11E+62
ORIG_VIRUS-4458048-0002.jpeg,1.11E+62
ORIG_VIRUS-4462203-0006.jpeg,1.01E+62
ORIG_VIRUS-4462203-0007.jpeg,1.01E+62
ORIG_VIRUS-4462203-0008.jpeg,1.00E+60
ORIG_VIRUS-4462203-0009.jpeg,1.01E+62
ORIG_VIRUS-4462203-0010.jpeg,1.10E+60
ORIG_VIRUS-4462203-0011.jpeg,1.01E+62
ORIG_VIRUS-4462203-0012.jpeg,1.11E+62
ORIG_VIRUS-4464623-0002.jpeg,1.11E+62
ORIG_VIRUS-4467110-0002.jpeg,1.01E+62
ORIG_VIRUS-4469305-0002.jpeg,1.01E+62
ORIG_VIRUS-7700975-0005.jpeg,1.01E+62
ORIG_VIRUS-7704214-0002.jpeg,1.11E+62
ORIG_VIRUS-7704214-0003.jpeg,1.11E+62
ORIG_VIRUS-7710112-0002.jpeg,1.11E+61
ORIG_VIRUS-7710693-0001.jpeg,1.00E+62
ORIG_VIRUS-7736073-0002.jpeg,1.01E+62
ORIG_VIRUS-7746316-0002.jpeg,1.00E+62
ORIG_VIRUS-7760029-0001.jpeg,1.01E+62
ORIG_VIRUS-7776636-0001.jpeg,1.11E+62
ORIG_VIRUS-7777605-0001.jpeg,1.01E+62
ORIG_VIRUS-7792467-0002.jpeg,1.11E+62
ORIG_VIRUS-7794093-0005.jpeg,1.00E+62
ORIG_VIRUS-7794093-0006.jpeg,1.00E+59
ORIG_VIRUS-7794093-0007.jpeg,1.10E+48
ORIG_VIRUS-7794093-0008.jpeg,1.10E+60
ORIG_VIRUS-7794093-0009.jpeg,1.01E+62
ORIG_VIRUS-7794093-0010.jpeg,1.10E+60
ORIG_VIRUS-7794093-0011.jpeg,1.00E+47
ORIG_VIRUS-7794093-0012.jpeg,1.00E+62
ORIG_VIRUS-7794093-0013.jpeg,1.10E+60
ORIG_VIRUS-7795904-0001.jpeg,1.00E+62
ORIG_VIRUS-7796189-0002.jpeg,1.11E+62
ORIG_VIRUS-7811141-0001.jpeg,1.11E+62
ORIG_VIRUS-7823222-0003.jpeg,1.01E+62
ORIG_VIRUS-7828190-0001.jpeg,1.01E+62
ORIG_VIRUS-7834241-0003.jpeg,1.01E+62
ORIG_VIRUS-7847892-0007.jpeg,1.00E+62
ORIG_VIRUS-7849162-0003.jpeg,1.00E+62
ORIG_VIRUS-7882471-0007.jpeg,1.00E+62
ORIG_VIRUS-7886823-0002.jpeg,1.01E+62
ORIG_VIRUS-7890032-0001.jpeg,1.11E+62
ORIG_VIRUS-7892531-0001.jpeg,1.11E+61
ORIG_VIRUS-7904047-0002.jpeg,1.10E+60
ORIG_VIRUS-7908791-0002.jpeg,1.00E+62
ORIG_VIRUS-7933423-0002.jpeg,1.11E+62
ORIG_VIRUS-7933423-0003.jpeg,1.11E+61
ORIG_VIRUS-7942103-0008.jpeg,1.01E+62
ORIG_VIRUS-7952682-0001.jpeg,1.11E+62
ORIG_VIRUS-7963511-0003.jpeg,1.11E+62
ORIG_VIRUS-7979755-0002.jpeg,1.11E+62
ORIG_VIRUS-7985583-0001.jpeg,1.11E+62
ORIG_VIRUS-7986969-0002.jpeg,1.11E+62
ORIG_VIRUS-7990865-0002.jpeg,1.11E+62
ORIG_VIRUS-7991421-0001.jpeg,1.01E+62
ORIG_VIRUS-7994237-0001.jpeg,1.01E+62
ORIG_VIRUS-7995680-0002.jpeg,1.01E+62
ORIG_VIRUS-7997783-0002.jpeg,1.01E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._bright0.8.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._bright0.9.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._bright1.1.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._bright1.2.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._bright1.3.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._jpeg30.png,1.11E+63
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._jpeg50.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._jpeg70.png,1.01E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._jpeg90.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._noise0.001.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._noise0.002.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._noise0.003.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._noise0.004.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._noise0.005.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._original.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._rot1.png,1.10E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._rot2.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._rot3.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._rot4.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._rot5.png,1.11E+62
VAR_1ffa92b1-8d87-11e8-9daf-6045cb817f5b._rot6.png,1.10E+62
VAR_1ffa92b2-8d87-11e8-9daf-6045cb817f5b._bright0.8.png,1.11E+63
VAR_1ffa92b2-8d87-11e8-9daf-6045cb817f5b._bright0.9.png,1.11E+63
VAR_1ffa92b2-8d87-11e8-9daf-6045cb817f5b._bright1.1.png,1.11E+63
VAR_1ffa92b2-8d87-11e8-9daf-6045cb817f5b._bright1.2.png,1.11E+63
VAR_1ffa92b2-8d87-11e8-9daf-6045cb817f5b._bright1.3.png,1.11E+63
VAR_1ffa92b2-8d87-11e8-9daf-6045cb817f5b._jpeg30.png,1.00E+58
